,External Temperature (DegC),Humidity(%),Wellhead Temp. (C),Wellhead Press (psi),BOPD (barrel of oil produced per day),BWPD (barrel of water produced per day),BSW - basic solid and water (%),CO2 mol. (%) @ 25 C & 1 Atm.,Gas Grav.,Pipe wall thickness (mm),External Corrosion
0,25.669757354859932,87.20267923947395,41.21437277532419,1708.67953824822,181.66475910987037,2812.615650915337,61.336114064732925,2.383122049133762,0.7458464088392235,14.448451027400536,Severe
1,32.23814309307304,86.87283004413128,41.08082922371083,1286.8999476027657,145.05647365390936,919.9168606316194,36.901834223198954,4.242808892310682,0.7156885293331582,4.443608026147107,Severe
2,29.744730936650015,80.95754198663357,56.56024151408306,489.8811992011297,568.7881938319422,1212.4212266635905,25.116868144137964,3.3125015272269063,0.7833205755234501,7.663201752722983,Severe
3,28.224706719846214,89.225724049058,42.03083352417616,2159.5349181049473,1694.508443364347,1716.090807855005,55.02135008788095,3.7403187622060092,0.8931089218147301,8.042113583477816,Severe
4,23.178612501043773,85.68472202156819,73.0346677601259,2279.1639214857287,1900.9297247991228,1929.2197442335032,66.11018599553061,2.2700929422978757,0.7144958954347864,12.325735854547123,Severe
5,23.17833753183271,83.63725521135684,48.353737724957654,1216.2136649471825,896.536789694819,2287.261226985362,22.821155236281506,3.9536231134587756,0.7352630124493706,14.776994809067943,Severe
6,22.062153178717473,87.56538583495306,56.57340312316691,1569.6057114581595,1232.1903242120122,2409.65689759731,26.815513184675538,3.328767163943555,0.8892535523674674,6.107786067035594,Severe
7,31.274408061834258,82.57365458401634,43.07531426440094,1253.4753865755865,1511.8927525245572,4266.763887330487,57.19939681785031,3.37935948701589,0.7786320560113653,7.908860768255799,Severe
8,28.25271113387258,86.93509837046321,58.193188050417284,1004.9654064122763,1995.2819396669104,4766.2134211039165,86.16034917989556,0.9932650229383722,0.9182575439974009,13.664221853310613,Severe
9,29.472027386874917,80.39711207572248,53.532560904835,531.7034619987865,1916.9548033388792,2905.047668440981,19.192370063377105,2.913608036728764,0.7950579067726994,18.59018396051902,Medium
10,21.634663234972148,88.39408037609272,42.53484894717294,1264.639468478333,241.45024232860663,8454.55944459786,58.44309177094012,1.8919840152186898,0.8870122275418464,21.054411920870667,Minor
11,32.456972314646734,84.48170847021319,52.062075947636174,1965.7768742389926,615.3687943700434,5170.234195342296,80.93435253442544,3.100185329863628,0.7682407969506837,12.945885828907512,Severe
12,30.889846105124803,86.36692914357941,53.90910146330967,415.0384319244501,225.6930512824785,7343.395413657002,41.30509776840393,2.7353646114626025,0.7247523374421438,18.079399603641004,Medium
13,23.820665861732348,82.21237819806683,73.53942491381804,1508.5456831062072,1336.6353985997227,8611.668174629554,28.370325907528287,1.0810726574443563,0.9057472304457066,18.715684276939207,Medium
14,23.472804626160944,86.77073712658448,47.888656598955514,2086.506146202452,1520.587493920768,1553.4679552859159,59.56821804185904,2.596996632490596,0.9158470618234262,21.884275312785615,Minor
15,23.490811412329144,87.72240275893276,58.93877138413927,803.0707794922848,733.0765900575551,4008.5682059094943,2.9315169116324786,2.312020174924754,0.8674484044840194,23.310545602166886,Minor
16,24.868361569738727,84.732131868844,73.45395001371503,736.7075865530387,1801.2778820485087,4058.0516418606817,32.231109869039635,3.489092507933045,0.8811309754500288,8.332923548615602,Severe
17,27.38222332060751,86.17726924061795,67.04823002043643,1876.5511122271153,1016.059252795696,3327.8615852776434,23.123225010209335,2.497999749504306,0.7126737785162917,21.840298665595228,Minor
18,26.32417321252012,84.56325923822399,73.65245402893252,875.7105071805004,2084.2610712993464,123.19988934661573,20.150532368641286,2.4202626980596755,0.877544232699285,6.227810666731791,Severe
19,24.720012198257677,88.94091369257845,72.83018472085355,753.5983553699889,130.25258210219465,7607.64973729633,16.151943158158236,3.282941494125162,0.8153609622250529,19.724343848113357,Medium
20,28.375122999835124,84.97869180514319,57.12689698068826,1113.5458982390553,343.8464694951972,1075.1721023283505,65.82445207035607,3.0986875859863696,0.811076132378828,8.806486152035651,Severe
21,22.990230011433276,88.4180870902882,63.91112787575456,1141.6302690447123,720.369097937679,9272.34864691712,85.25804475740321,4.268815294339526,0.8303474384398689,7.540010395794443,Severe
22,24.730448993301486,88.01352058270248,44.69253456366976,2073.596672096508,179.41285648945222,7208.756518512128,34.42460761754477,1.9525631908869214,0.7709832157390685,8.148881558017665,Severe
23,25.576525013548085,84.10504821348357,55.5396814615351,1578.860884712455,1661.2593646731852,5419.4198997766525,4.506577744713693,3.170244271959012,0.8648405129022472,6.542883598664201,Severe
24,26.59919782007421,82.30084491857475,67.60580818634767,1167.6763122355565,232.79504978046552,1474.375805889365,64.20660995263687,1.2840257946091425,0.7763660229435633,17.205582859315967,Medium
25,30.351005959880354,84.06082132559771,57.64499852805031,1416.2008690876016,1595.9421628039818,4820.184029160985,48.10015233073974,3.5908685729637027,0.8344403456631975,4.282230474351156,Severe
26,23.6762811166053,88.26217375775221,64.11852827640521,2228.145821269404,232.39693957158616,2462.041074656019,64.62844443207688,3.524247492320649,0.7413335321215869,18.408105987797207,Medium
27,27.26227259791517,82.27632535819393,65.53064362348428,601.167381441639,624.2998751000772,2380.560779728836,57.877698155048535,3.3058531338293546,0.8601567002337895,5.31403820204136,Severe
28,28.15352608502728,85.2443634585775,49.38378783276692,784.0406918655367,1776.6563539867745,7733.373923535885,80.83150898327467,1.1095280538457843,0.7529664984137363,15.25119810287855,Medium
29,21.929534705007974,88.06096747960747,69.79293943251615,2244.7174265509725,1991.6765423056943,3570.5731622514113,12.647434377750153,4.253215143345297,0.7487274080531773,22.861360135858057,Minor
30,28.326011311676396,83.53477475128379,56.152175733821075,2234.6471806274194,941.0959978755765,4220.46479931513,15.207395268000766,4.090567601271892,0.7164617222511561,8.301670613899258,Severe
31,23.343975010035123,86.42209637002698,47.964071398786636,724.9216649605248,2028.5716945654028,7857.969940514593,30.574064937182207,2.018220137885569,0.7379902992899751,8.251783340936552,Severe
32,22.141588160032185,82.45631574048815,69.45564092266096,662.8873274600209,1356.8777734822759,854.7495361975442,43.92748516985297,2.7683103068985826,0.7624515101134283,20.054042110545367,Minor
33,32.21729512468799,81.0927944536816,54.774456840285126,1196.9428977153802,943.6585363187824,5554.887853317811,82.63886930121816,3.8961041658227553,0.7601859068402252,7.529751037346994,Severe
34,32.40820517704997,87.94384225092857,65.68024797885481,478.2923537080934,1701.3229194354224,5402.779853565072,80.967721761962,2.469062852505848,0.7834498515846557,20.848411940957387,Minor
35,30.615729768527654,80.98968623408707,59.04548476886825,1649.416570501589,707.7114292937082,3983.9010902799027,77.8399619904796,2.8473915415968207,0.723115145111428,20.971366820646917,Minor
36,24.872596968576424,82.71381395079584,53.595393473291615,532.0464263187204,649.8884478928532,7735.649603442539,19.96382562239235,2.8621581773891682,0.9175917224892012,7.821614241320773,Severe
37,22.513462099672775,88.5510942199744,67.63394641326508,494.37603287149733,1414.964089484807,8784.642417305746,65.1660555010558,3.0287082067630844,0.7374140341599688,18.19561751384917,Medium
38,29.200256502238588,83.46469287078668,60.24061375794331,1320.9894996045546,894.0286352390511,4355.971915835156,34.31061915078265,2.7617386499032897,0.8660936244748106,22.46244329676824,Minor
39,26.417738428631452,89.7304534951416,53.88043695960664,2235.540808868463,395.59206003719214,4270.758099491309,83.1263343317365,2.1479963037526537,0.8292441559027771,4.873120281525068,Severe
40,22.791235877230477,89.7973433477386,44.66481014699217,1207.9941556726233,260.5832941282298,4696.573306661102,19.251579096420798,2.6313534568755967,0.8331557681250431,12.859196881415892,Severe
41,27.04501677526848,82.68276020453557,70.44060629154802,1071.9245141819654,1672.0342505914684,6746.60916853502,12.720321369068904,3.8329610752994077,0.7343981150749852,15.038450211353535,Medium
42,21.79202914071349,80.4097822224989,42.23340239920666,2313.275938004249,1452.8761764397186,6235.967314840432,75.21179061508501,3.806394880334549,0.7648018592292503,13.917799122778789,Severe
43,31.766252583698112,87.05063284205379,69.38254502647224,1411.5197344518367,935.754451850745,2107.1033267124485,64.02797395295721,3.474983839912181,0.8832977898186578,10.590994456296372,Severe
44,24.350091790240192,84.50986502648344,52.8767380161675,1108.2284085436645,1884.247860559522,633.1530995383001,73.34331418008996,2.177545304777996,0.8134819699862932,6.7666802951693015,Severe
45,28.95275404163539,81.00752843959576,62.04031144284612,1128.7785529380008,933.9110870125122,8843.66056097547,14.20749414375152,3.523584846016619,0.8120205740569822,10.54842223384831,Severe
46,24.953506267419282,87.07522818978043,71.31815094181047,759.3558687492477,1520.2001213103622,2461.679577354467,78.99157225910963,2.0825236199222332,0.8316373245471145,9.209472140610247,Severe
47,27.32877544142704,80.31174909111921,46.04597698852787,1373.308449619605,1909.481344244871,5962.732144980905,60.526302387959284,3.0823294641619294,0.8068843401828384,20.396938398827366,Minor
48,27.632497184513387,88.70196690492241,59.665975600952976,1231.3303077593164,1775.5572395327838,7723.254084144321,58.203614362350145,2.732519636207075,0.8890948135783651,16.318138604250557,Medium
49,23.507340792991005,81.38652529113304,66.1433978857423,906.109517726697,1130.192707881842,2825.2714877119142,52.05569971792964,1.7645992869824445,0.8764141076938277,12.303804139780201,Severe
50,32.45326475651596,81.27311878746725,65.9187497131851,692.7491485873954,1462.1288309550046,5933.397076559577,68.30344116074156,2.3178835045280657,0.7810945310829484,11.6118701265383,Severe
51,30.236514186316704,81.75672297968585,58.31072679886373,984.3738967020165,939.4110442011195,1041.2390713335096,37.17316901617998,3.684260460058721,0.8904075097772719,18.586137765366143,Medium
52,32.110287933831756,89.60266358492066,61.56145428493183,1366.4585415749093,1396.6561754649833,9035.414739134347,11.968357650023199,3.9824913397001356,0.8256082997722443,4.500354962003048,Severe
53,31.601031794875194,86.93169360253846,65.9168854075573,494.96363186193395,633.7473721827513,579.9494874232366,48.19467755062775,1.421707864531153,0.8497042927786472,21.636280556775542,Minor
54,28.21605975844637,88.01371535463636,68.65570651844311,679.5977569142424,980.6776690762346,4104.08856406537,66.8083274963576,2.329960747127178,0.9023516236819337,21.754433036870168,Minor
55,31.90936627926353,83.97634985732753,66.05746957752834,2215.938960175245,539.7521723948967,5018.883764129934,13.82459747587715,2.2477600688486867,0.8161993094333855,19.416996023310293,Medium
56,22.408814523391882,83.36312727504955,52.68136213634476,1432.5865325482955,204.23460994844783,7371.261346701505,20.096962104186446,2.448688671304792,0.878082288051671,8.921734694820323,Severe
57,23.634204631578253,82.3448400678317,73.76262595469365,504.8639199777223,1281.8074858325558,1163.913472348659,62.21311129475851,4.213691928785688,0.8497816888903937,23.268974230856998,Minor
58,21.915591093580133,84.80648028312409,55.32168835399319,1723.3087763829392,1821.9880810230477,4128.508866742058,24.16398775609076,2.5562922748136905,0.8053252830384988,4.24268442792836,Severe
59,25.10876577070121,85.51828733534168,41.872442250493016,501.67782403344404,179.55123858122403,2820.030196896637,15.276828904083747,3.683228588274578,0.8853218792962518,4.245411069470322,Severe
60,25.830921102460092,86.31774843652755,52.963836012003156,1811.9124604687886,513.2883911583322,2934.0881735895427,79.40151585022126,3.0818530266886057,0.7343191332257444,20.80631606745348,Minor
61,24.493378962222412,82.57118503998694,45.26128091002206,1833.37036093651,1030.4939386491114,7262.8165578185135,14.470603085106893,1.066598906943225,0.839433423981639,15.975934514436407,Medium
62,30.84760760433199,89.4865408090299,45.0533177958907,1642.0154799211664,1433.2693315044583,91.25289289445942,30.80396285048965,3.196668922919152,0.7213474952278381,19.921653210551035,Medium
63,25.466987924306917,81.69758498207136,50.30434931550614,1799.0056245201345,464.7299120378908,6987.349510475283,38.31599196148227,3.0207600584588383,0.7455821434082318,15.83969575285797,Medium
64,24.60265341043614,89.65653174766412,42.82071620901416,552.3069811274187,240.4762073313235,7555.961401511143,42.568356915672034,3.424029858141472,0.8433312991403781,13.34274371497641,Severe
65,27.58673534800403,80.14856122507504,63.65319977983367,1788.509385890296,1145.7466273605398,8399.527972606003,32.333553688379936,0.9480813136903075,0.7790195586091585,7.545360976093278,Severe
66,23.006536164712294,84.81125691816845,43.49683540182249,646.5924019136721,1732.4708697776882,5854.092434528373,81.46455645144452,1.5520609747979819,0.7690544775151931,23.283854043850333,Minor
67,30.54504558059605,83.33367838116563,47.73789741829936,1039.0748564571086,198.45854303803367,3132.95800503187,58.83326596343959,3.4631942703002316,0.9221491832089352,4.262046576473242,Severe
68,22.249877337949385,84.4912341393025,44.117110635407116,2206.43347731175,813.5214090249583,4002.6353775018347,32.17175808521949,2.020118637143725,0.791891961533841,5.188740802697414,Severe
69,32.650511077245895,85.7066457898079,43.14190157361942,1355.219480592085,1428.6053257996384,9033.603019504819,32.013558602388066,3.975491378008865,0.835794916625858,12.59165402121883,Severe
70,30.203590369981892,84.35589158012709,49.85225462969697,2254.1952600454442,385.4576182683862,8212.42821297684,44.958156252336565,2.552411579340521,0.8290621286981533,14.382072423768031,Severe
71,23.665358769489565,84.14846850301595,59.828286139260136,554.1582963146702,591.4443512849421,4339.18704692004,3.130401387639417,0.6823179153818805,0.7247936678288667,12.987104930644476,Severe
72,21.462952135209065,87.32723415413307,72.71168625145641,1306.223653644688,1177.9431768277575,8786.246255894206,82.7216762251817,3.208176534998074,0.8599800830299991,23.63118147154859,Minor
73,30.696260284385104,86.85876275086464,69.78825826266709,502.83785008378624,1995.8595322132842,7672.405480313108,20.033564835652587,2.5371855367807616,0.8243486113833285,9.246346160155868,Severe
74,29.458173719862835,88.33271282035848,69.80063275460665,1601.631389281976,692.0753528165446,8397.001995581357,62.306425379850474,1.8263864398656584,0.795316899389056,14.07128031344303,Severe
75,29.710681715667253,82.49958981239496,46.84499878203517,534.3898536982845,1084.029189653302,6374.301831424988,69.44842844062073,0.7525891960100994,0.7256765129874303,18.279201610646204,Medium
76,30.19248195221978,86.09528509754064,49.7589559467285,721.4430030860112,912.5186326456084,7994.1934201513295,73.87464814364489,1.3980017375098523,0.7757974878850665,14.769128823456587,Severe
77,22.24410902976863,85.85194785392854,43.575700790886025,882.9554745305682,1886.5367879680152,8310.53707658507,14.893699078491133,1.2635215061696976,0.9063082589779646,18.14864395530624,Medium
78,25.486509305404706,83.6973781087269,66.60376154921808,1831.0116645485248,270.2274781783632,893.9395992255974,47.96545330732899,2.7883571465576638,0.7494554712262891,10.000984550440405,Severe
79,22.720907278586477,84.86057541902682,43.35997468872643,699.3712942307974,1237.964337941563,8991.694415609116,7.587895897526624,3.4641546880318645,0.7595288676571579,11.711315924707677,Severe
80,31.23937905498176,83.13782143305728,59.32961800292399,2020.44001793008,1786.1385262259425,3134.421113353356,71.8611417377972,1.5278048469407524,0.7564289220602055,16.23814801819882,Medium
81,28.50559864583416,81.41844397616985,49.200318772225586,637.3339072284243,2064.164691185472,4120.084087047684,43.48742522171135,3.2041484289634568,0.9077897040919087,17.715161160174567,Medium
82,25.1722374833202,82.13801210662733,49.05501679614283,450.283295618113,1497.5465751277977,7384.448296438451,14.256129821849575,3.935693868691556,0.8656590025842065,6.439267112494235,Severe
83,22.12456519326067,81.05513646401201,73.56578181212146,1146.5521425191528,873.3684639360283,6206.625624172392,64.18585442204672,2.928554921460861,0.9058109483225003,10.35522712703381,Severe
84,24.945198467558548,86.83069575190125,65.89237766889603,2277.4464934607518,935.8056092873608,8322.535056962643,29.647168619263788,3.486211711734743,0.9128552271728048,9.684363656607195,Severe
85,25.107089871104915,86.60727393109151,68.52161095194646,595.6087621054522,818.049718967542,3755.390763891013,10.33597359313839,1.4178567805315763,0.9159952317633036,11.627888161422156,Severe
86,29.717510433053928,89.50606371579873,59.83103207928362,578.9204469832881,1311.3203048980224,3502.353779075408,41.22551002168382,0.9498549679046242,0.818346007313757,22.49538899530752,Minor
87,28.668155173449428,87.29678413647241,69.63926862651498,1835.6998733661517,1577.1969228355065,334.4812995488592,21.09752934299688,2.001194224159026,0.8162502263137307,22.814750266015047,Minor
88,31.514225265370122,80.52045838756132,62.24208968465638,986.1597021316479,1733.954710804583,4331.763189352574,84.82327221927824,3.244992365960497,0.8941261631286941,15.41656963186107,Medium
89,26.78325014684622,88.84245173928954,72.10449751732013,1770.127521574346,945.1426450352632,6755.388899262539,32.33816456031807,3.1620710637438223,0.7843894096527572,5.390000858884214,Severe
90,22.763374403696638,88.62675162945726,50.29790562229689,769.1304921613246,1532.7565790831084,2833.6360147143587,51.152727435707554,4.135700329172585,0.7160042173979991,13.505838422028566,Severe
91,29.53099057434214,84.43320320772699,60.59648110167896,1272.388319572575,1923.3971862906208,4331.773733531419,84.65741579247792,2.958932886029223,0.7843057359169827,6.482309738131448,Severe
92,30.07294955423263,85.85863050527922,63.706308212330065,895.4557069258185,1932.4081145427028,2075.2281157134985,35.22236935880234,2.1673263634565414,0.8692701529534999,22.069003159278882,Minor
93,27.798560052292256,89.7607833247252,53.95834360491206,1255.854825023265,1507.9306261551615,7207.17363591987,32.04984825965091,3.5639766250556004,0.7383939825959449,9.514778501306743,Severe
94,30.189025851481993,85.32304363848166,69.92442182285295,1870.3982387164506,1376.499017439233,601.7730408313288,14.60521472825269,1.2326599197660064,0.8843796134240791,19.09324290078378,Medium
95,27.029269798554054,89.0532182837609,73.20754374981627,1856.683536315347,1170.176794834942,6582.08556800537,83.76099670974666,3.621496958119621,0.8911567292921317,13.510076803951675,Severe
96,27.35915425495473,80.83038757810186,57.2656393170233,1380.1767424918064,488.1637063938804,3554.767039918866,71.50038209400024,2.0031585069297018,0.7333814504203828,18.141578592918485,Medium
97,26.273967609287464,81.91051868708684,53.883013477582324,2178.618773376792,371.53191461530514,426.35738887187273,19.82870945152124,1.2360700296578115,0.7327029144480345,9.75333279995851,Severe
98,21.689778044882683,84.40754943441318,56.549564056651846,892.5418058527774,1080.472722853335,7955.388238188469,29.781271745208823,1.2655004168319814,0.7549977219544755,15.982218944589476,Medium
99,22.62996226772367,85.84756808337305,69.03976526000736,847.1185111183838,441.65528008795707,4563.571856490012,81.67608678044432,4.2389278537232284,0.789790778030527,14.756630150008126,Severe
