,Wellhead Temp. (C),Wellhead Press (psi),MMCFD- gas,BOPD (barrel of oil produced per day),BWPD (barrel of water produced per day),BSW - basic solid and water (%),CO2 mol. (%) @ 25 C & 1 Atm.,Gas Grav.,CR-corrosion defect
0,53.35491589819349,1143.823777064892,6.697722567658551,1107.8043504117375,6810.358836712138,8.363012904660668,2.988491894136758,0.8456538929219414,0.12175013825894558
1,72.25342925024526,1298.2490162395727,5.9927083857655905,1591.5703107087588,1751.7096679839913,5.544979918180228,2.341100894057719,0.7196898856820919,0.039234826498020056
2,65.07940129141409,2035.7573879551992,3.279224225424507,1231.149049853874,3255.225201693295,53.981628569782785,4.169795310450007,0.8462870832655829,0.05198703465626691
3,60.7059982816628,1040.0394876838002,10.741786059456755,292.5731256295728,6191.6424779965055,86.23994782377925,1.4712362990276469,0.7308988283735168,0.07394533712354667
4,46.18741140651192,2064.982587564273,8.480364218404366,492.82868041273014,4511.337849849443,44.937550267134554,2.8064638689913655,0.8679440078649394,0.08323704308374862
5,46.18662026702745,552.6333441045446,15.215284177128503,558.9058112051783,6889.8593124364825,4.721552087970267,3.213150191260109,0.7972291443650694,0.09884644946382297
6,42.97514247911694,1885.3014957642818,0.7858168381444283,634.3578940664604,8954.515653175373,19.84721881618367,3.666895782083478,0.8960633853383289,0.10418248970994078
7,69.48057758141788,2022.211802105873,11.375353825979236,1236.5072253034093,1121.4231905300412,21.94839174883764,2.151713038840257,0.9192104573545408,0.18514611848061077
8,60.78657238517725,733.9244308881761,13.436645087035123,1116.2148382669272,6620.8926531748775,30.243205919976354,3.165051229147786,0.8031979633956065,0.2069204410509685
9,64.29478055171029,1214.8650921200638,13.376712512649593,527.2492287155865,2176.741078877759,4.016369579039132,1.7760983659696885,0.8127906092406031,0.1257798638454857
10,41.74517141290232,702.3468889403732,15.567940370423539,261.73968129249704,3884.3221031232047,80.78308639537929,2.254892811522081,0.8414045858876373,0.3677199425739504
11,72.88304315091342,1749.4649802231604,12.849574088378542,465.127399073319,345.36741707009844,46.08221439302688,3.920501526816944,0.7546269049862575,0.22453439014593934
12,68.37411861825385,1418.058233364515,16.290392167121624,2056.84923485472,1300.9674957986874,59.93006157599975,4.116980573495256,0.9158550912549022,0.31927692200390634
13,48.03472283024746,1611.5259743826075,5.988285742899631,1046.866185813711,3006.1126565883287,6.11711495245215,3.28050315067262,0.806706383771503,0.37456935564774696
14,47.0338589243929,762.311754105312,8.94055500396921,1827.697804386548,3212.0666632089215,4.953311645339271,2.033641539042557,0.7479339301702543,0.06685552682299804
15,47.08566792319263,791.8400049507396,0.4737189714268376,1791.2933796389284,8383.048442643714,52.401872521973985,3.646963182371292,0.8795111888188896,0.17388965376623106
16,51.04914556907284,462.3835494604953,0.3504358362199709,1131.004832730008,6919.923286019417,79.21469341624007,0.7722310757215034,0.7594886230356319,0.17604696541321635
17,58.28201095753741,1005.3289907340163,4.386591800015809,1513.1362656574056,9056.294582927754,47.233600745524434,1.0505093723795424,0.7427912639358656,0.1442131308522266
18,55.2377966114614,1465.269881379861,1.9749725824775657,506.8707263076741,5596.189511820403,78.37002285117048,3.072574513557895,0.8353821542690767,0.0045006418468280275
19,50.62231579849578,2042.3127488219309,4.734258778967895,1477.3232123786893,2282.178551608651,72.41365216741349,1.7328324679050269,0.8593661523683832,0.3307975231746838
20,61.138774946894046,1672.684649949666,3.2946194282865586,662.7881108143503,3079.1680682328433,6.890847927901286,4.12233269474421,0.8368594531388135,0.046003433704242896
21,45.645398629386975,1224.637195227029,0.723681629957001,1758.614302960757,3006.6564100365504,18.13046969199654,2.2570085975905156,0.8560575512875778,0.40337280573976714
22,50.65234447195516,2226.510389369816,15.970054774288714,293.39850366192127,3068.4041217343133,58.751751941815684,2.232771840362704,0.7366077019175499,0.3134071182796907
23,53.08666846003309,1773.927349894321,0.3723424043417123,1643.2445959624579,6281.444203978389,39.65927822668521,3.133044403038114,0.8162047827648109,0.23539805011831383
24,56.02909548231878,2182.0891923194636,12.971581918474948,325.14246558509427,4963.136942335688,26.04007439035003,3.4569679249797147,0.7899297166147499,0.06340737469292784
25,66.82377153369085,1403.0418664776314,2.863679922576831,1854.803278269581,3614.898929113209,37.44283558955638,2.399979964391557,0.9260197904658188,0.20927337833428977
26,47.6193000547942,883.0986073659441,16.020694756813075,725.0902783276118,1423.2163337710626,39.81064447210165,1.453219063925928,0.7220569646668263,0.10646626392881213
27,57.93688957996646,484.30756211869175,15.684297714300921,1410.7460326036721,245.92084841843138,81.2875221157289,3.477745294073933,0.7769633600356309,0.10291399667276298
28,60.501197858675,1787.1631003489733,11.549028843651843,1083.979961447363,2070.0062078111055,9.351236826622465,1.8381755096600698,0.9190631724554521,0.33627867552533885
29,42.593573537215924,616.8194965904094,11.866373133048475,846.6769062978492,1037.262185414161,25.062401462962725,1.3124484516129764,0.9282559572470999,0.15479454060679945
30,60.99747114236718,967.9952894754972,0.3224205474953087,1393.2192916999586,7324.552310362869,48.0431521020173,2.9649479954715705,0.893238274986151,0.1831276337109021
31,46.663191256943165,1412.491077391524,17.27812680942645,1984.6820950001018,1083.876686480738,62.36831377058464,1.0060151384049714,0.7278804122788232,0.3417106434845018
32,43.20369224991717,1474.3107598419788,15.425282367897346,210.2745145696146,6756.84919290054,56.338701564937395,4.194605278008994,0.8350471902582537,0.03639374997812804
33,72.19344562190933,1544.2985736496562,15.724288767387891,1928.5471377048827,3617.073708441969,84.05861721453398,2.967688377992612,0.7994471567816391,0.24130399800471133
34,72.74273068484555,703.8090025262231,11.641522936350594,1322.0275172649435,721.0955040473681,71.04262346915965,4.24724601708048,0.8891647269471447,0.23467259997911918
35,67.58543301821993,1116.9288389406136,6.1982617350100275,1710.1591083337735,7577.584022911225,49.78225892518098,1.9052925249656192,0.7232493512141503,0.1728142503545168
36,51.06133162888656,1576.4434086053982,15.699058115756221,881.0818038261781,5415.901037674769,19.264668308859726,4.194071321960884,0.7546260283631502,0.33637788752776077
37,44.27364533940939,2258.8249758960687,5.276158026297139,1053.319671013054,2226.9797537672744,40.31642024488164,1.2054916681032988,0.8191142706219565,0.38211045179802056
38,63.51284326959875,1790.1553961195525,9.970536815253531,1830.6450179966068,8337.570072350147,61.93115942505378,0.8259028674645389,0.7459086039788801,0.18903528897167285
39,55.507001794658926,2167.4566605403725,1.956343131272604,941.7257309688412,460.3197624256395,74.81756864314025,0.7979924036275249,0.864051503506901,0.18532025271865302
40,45.07285410290875,1857.0746646466796,16.189051957597904,1176.3120453120384,1912.2144095631838,85.6712896827674,2.3612912804580226,0.8923254024276674,0.2038843659058821
41,57.311802651649664,1527.1410923521287,2.6667366240197024,169.01085160220046,7014.829992046823,54.094005045872606,0.9790502936132695,0.8666579925129836,0.2932590456658068
42,42.197943492579164,753.6740227841972,4.12296370719335,439.9985515106532,6619.132643418303,47.09432320784407,2.5324940903214683,0.808314643971708,0.2709967755295905
43,70.89570918818406,1672.2167392597967,9.8913022771994,1385.866515154339,2723.2144425080055,1.7068811077879493,1.864053572551167,0.9050479967085843,0.09099216996434444
44,49.55798339648056,1588.4129670673142,13.45644983368671,1533.2820932070288,615.8069853153371,6.556190033355539,1.8934762640585565,0.7415010978837631,0.026732889438714505
45,62.800730926810616,1547.9482152103792,10.950971105757334,1270.1793301865785,7998.12571448885,14.043638439421487,2.9793138847945513,0.7685827593249012,0.38468344468492793
46,51.29412329573268,1329.889122437444,4.248238030570703,410.06531862619465,2949.732101286952,5.010752666931551,1.2689658528670196,0.8191903625037085,0.10645050386033664
47,58.1282310946322,1405.1098272098468,0.2463240661508577,1001.5560129382574,1855.5877103495066,35.8589404746831,3.4532932346187244,0.7246435626325388,0.25908463962040623
48,59.00209716245958,1029.276456352599,13.336276545121772,824.7313487484711,4826.386718937874,30.15598472822768,2.7853773203227243,0.7322274205698935,0.33583748450928697
49,47.13322614123729,1387.027957166753,17.283938811521033,1099.9550851669414,8481.738466625668,56.93737609080987,3.9904250730393356,0.7988554964762997,0.12230189024622741
50,72.87237579067752,764.3803108737072,14.249596112498425,1833.5394364955343,444.44572161721777,47.873831070104195,1.9992137144423046,0.9195100943189894,0.2578057291414963
51,66.49435660624457,1940.213235051933,8.196176560291011,1648.5756624360938,7142.409080967642,53.24887378423995,4.235733456785375,0.9116777434755616,0.04452406749663163
52,71.88556528330541,741.5862738852045,15.874211294818535,293.91808413991765,5349.526350273807,42.197328097833115,2.76292333281075,0.8139872487078731,0.3930432829610796
53,70.42033709402688,546.5025158796009,7.324463221678639,1872.6597968746858,3986.076199710757,24.88471205064094,4.202023060812016,0.7424886066279691,0.02441339060296804
54,60.68111930500359,1226.2814979050531,9.316608998254424,1053.1712112653086,6940.951610474889,85.05532032117951,0.7765514494543433,0.7504261704356225,0.17805402063390674
55,71.30747490875824,1656.0036415601555,8.489116273619278,1585.9223252009895,8997.327673723144,7.831648409421186,3.313655894236121,0.7944621688576953,0.21793601956486744
56,43.97255406730296,1229.1277137701427,7.978369235840237,403.66121324635094,2166.18818014889,83.81335478234283,3.6345249314824177,0.7574843822751612,0.32049178311359805
57,47.49823788734796,917.6407584455749,13.648552216477508,1442.7120025533718,1372.7453871010619,27.870647117053803,0.871071345782882,0.7294210112413954,0.0498722594523799
58,42.55345507626565,1462.2249665055863,9.348369784834906,592.1868894386142,8506.355796584465,45.82351462558722,2.7742964928396048,0.8598700683612153,0.1791186638296479
59,51.740834849035075,1053.5815693729187,5.71237338225649,987.8022613660582,6244.246706761924,9.83111623361919,3.5813905201057263,0.839483859224627,0.12207338756641778
60,53.81861510181501,2187.318910548554,4.69871788216826,162.48682510595714,4102.339068858126,6.452086123908057,2.7093918736899565,0.7754183241615611,0.1270459323548174
61,49.970248242183786,2167.5367419038525,0.8834060567062718,426.3175646423548,5356.818613781368,38.415385844289084,0.9095860531906677,0.8830918028675487,0.31576395446518096
62,68.25259030018329,1354.2448274190006,10.325108252195525,309.75992231632256,6955.172391737675,66.23748715672072,3.188670977879618,0.8824295144054481,0.003107860076370139
63,52.77150911554973,1016.5847110244331,4.210632100591902,598.8795008461925,7209.437267432274,24.138482622902167,0.8979426520429753,0.8195132350229778,0.3037545161921312
64,50.28465191774609,1808.5417908681902,2.7941981901035913,325.301419544022,8571.386669951791,50.252067340805084,3.6375921592910028,0.7324143882570261,0.3285440852987718
