,Wellhead Temp. (C),Wellhead Press (psi),MMCFD- gas,BOPD (barrel of oil produced per day),BWPD (barrel of water produced per day),BSW - basic solid and water (%),CO2 mol. (%) @ 25 C & 1 Atm.,Gas Grav.
0,53.35491589819349,1105.1310298558317,12.866270763236386,1378.9315390899815,2812.615650915337,75.6441961700819,3.3628073687247597,0.7205195713956931
1,72.25342925024526,1026.3148430222,3.423902643813697,1028.7462523218087,919.9168606316194,44.20630410670749,3.867924457286138,0.8940338200245904
2,65.07940129141409,722.9642437799096,6.2303331095427295,2017.9195317426015,1212.4212266635905,17.551849875646724,2.35517219490937,0.7661471141628772
3,60.7059982816628,1557.2320966468944,11.711387824008833,558.2210478890989,1716.090807855005,65.78688244055756,1.7253402550382333,0.7737933700497758
4,46.18741140651192,1304.4192442082733,8.574966553718747,1280.4693482692858,1929.2197442335032,37.446782233452154,1.832728945194464,0.7610549574594294
5,46.18662026702745,2057.3412752957956,13.01466467877001,1500.4532009502561,2287.261226985362,53.12914760012108,3.201343610801597,0.8965905373130092
6,42.97514247911694,444.216854669855,16.8685087701677,1745.8922475586833,2409.65689759731,9.690555313203168,2.732989815639019,0.9272415605857115
7,69.48057758141788,1628.0610200083026,2.2474231643500686,926.3029987368207,4266.763887330487,56.4230809855604,2.439562805898378,0.8778452125253517
8,60.78657238517725,1858.5005222516475,12.512617170850435,1474.4356183170423,4766.2134211039165,33.42455507967894,1.4125813329461172,0.8929459915915972
9,64.29478055171029,1851.8004343647524,4.217257333991903,723.1263529115703,2905.047668440981,29.916332392409416,3.8474869520397807,0.8481065016826697
10,41.74517141290232,2096.7660374249053,7.404592151425024,982.1147698007496,8454.55944459786,87.46987553646542,3.505659713842558,0.8278534997739424
11,72.88304315091342,1792.8696474364954,0.7988537835138703,1883.0720978110073,5170.234195342296,38.67254318922084,1.1876695467154894,0.8704244234577456
12,68.37411861825385,2177.5316407975397,2.5825567874866184,1989.3511027656352,7343.395413657002,60.563560641455396,2.0084359891233543,0.7189964436404134
13,48.03472283024746,1025.820419143398,5.765344873436454,1536.885612589707,8611.668174629554,56.07935524569646,2.640955539344695,0.72465723605323
14,47.0338589243929,1355.8657028267487,6.14977428953502,862.4360280641392,1553.4679552859159,9.426575490394102,2.3231695128461145,0.8628499862776213
15,47.08566792319263,409.32626040188586,15.801820096958878,1735.1103504587932,4008.5682059094943,66.7927813785425,2.118501597478992,0.7850834481808224
16,51.04914556907284,395.54397506996395,13.070781459403376,180.1167113351037,4058.0516418606817,28.933179802034676,3.280555819599848,0.819034625903779
17,58.28201095753741,846.7610295667587,17.05848717931768,330.64238299976483,3327.8615852776434,71.33948201990499,0.8758863342897002,0.8837639580561081
18,55.2377966114614,577.1570475437009,10.599927843903012,1424.413320873502,123.19988934661573,54.28902295450904,2.384964004534172,0.838536466176251
19,50.62231579849578,885.6280286608736,4.414064702500714,699.7230604357616,7607.64973729633,28.392364499554528,1.6276190647032402,0.8889018219256031
20,61.138774946894046,724.6853314066282,5.901708567943638,1992.2461601793993,1075.1721023283505,31.886391554308354,0.984893169034257,0.803649477471278
21,45.645398629386975,437.2705260665101,5.766359832183951,983.2592360522489,9272.34864691712,65.32925185836272,2.3613520458233346,0.7745630763361171
22,50.65234447195516,2141.7199189176667,5.881616811850885,970.1491437291929,7208.756518512128,49.15678675690247,1.2989032510681375,0.7629519894815582
23,53.08666846003309,397.99299270721343,11.879009836565528,1457.1225577734356,5419.4198997766525,59.700128255034336,1.6132944331579884,0.7401751539969619
24,56.02909548231878,1806.5093616139109,9.418285235245104,1632.3385422530268,1474.375805889365,14.240911957431534,2.513819498207622,0.7192246721180899
25,66.82377153369085,676.5089833723024,6.901692522679813,1060.5949868994921,4820.184029160985,70.27323079571896,4.203134394662834,0.7228353026628956
26,47.6193000547942,2147.3811530125263,2.8107438966940843,548.4752055154873,2462.041074656019,28.686478254897043,3.155397848126831,0.7709365410309253
27,57.93688957996646,2109.7740624973676,0.6132289105285457,1643.5773901110579,2380.560779728836,55.37823474176343,1.6907470227882588,0.772573500831281
28,60.501197858675,1647.4768033964683,4.018028269042959,756.7049821515678,7733.373923535885,10.351412823820239,2.0627951885070903,0.7953980240105328
29,42.593573537215924,1682.953914986641,2.090330002697873,472.32988184660144,3570.5731622514113,28.77818609432047,2.1486801714562414,0.8417291155696828
30,60.99747114236718,392.41204058264276,13.826053484052263,1366.1962262655788,4220.46479931513,57.963541831029794,1.234722105219642,0.878753337357159
31,46.663191256943165,2287.954211164737,2.177339649758356,306.57466182042646,7857.969940514593,24.56999257103004,1.2601199674153865,0.7547532657793735
32,43.20369224991717,2080.8177628097374,12.766390787781333,2031.339683711492,854.7495361975442,78.59222609631121,1.2157443806072132,0.8787419973930568
33,72.19344562190933,2114.2448127215876,6.905751920023991,1367.6785478283875,5554.887853317811,59.06528724239207,2.566867679366318,0.741788887736334
34,72.74273068484555,1657.8170658739948,1.500179926464762,2059.813994143961,5402.779853565072,77.6979131945434,3.118951378171722,0.9294035514483239
35,67.58543301821993,1049.2944249858265,14.29835715566075,793.0097674342302,3983.9010902799027,35.37117329164239,2.8168316620858094,0.774035459304641
36,51.06133162888656,2111.424183287444,10.263405170795776,2031.0508574043513,7735.649603442539,3.1590957621372833,4.2178238811854865,0.8959835712466762
37,44.27364533940939,946.2089835117799,4.311031787668449,414.47505856273585,8784.642417305746,51.481354933840315,1.1342281892010224,0.753154854797925
38,63.51284326959875,1471.0112430986637,15.716931127698482,209.1487364645878,4355.971915835156,30.362316897912436,4.249341408494083,0.9210019259205462
39,55.507001794658926,575.0743911312641,1.0134214130992458,194.05147100769364,4270.758099491309,40.07702994595935,2.3678196384940025,0.8936191941748564
40,45.07285410290875,2166.2024376513914,3.7234974179032756,1039.6675908184625,4696.573306661102,60.837353366934614,1.4699851019169055,0.7904531487287851
41,57.311802651649664,654.4919513559635,13.247932320319453,291.9888984951894,6746.60916853502,62.5802417760268,4.09299360589304,0.8041609571217438
42,42.197943492579164,817.2890536091977,12.509331973664182,1132.2742304847973,6235.967314840432,2.586103256990126,2.374839598730382,0.7119474289698731
43,70.89570918818406,1462.153316101815,5.237293018370715,770.7028858502867,2107.1033267124485,68.69794723019476,1.9358917737755208,0.7666162395443028
44,49.55798339648056,1860.7145693621512,1.3036505923566757,786.6181421046193,633.1530995383001,44.11734089003532,1.4525284327898578,0.7749766574741909
45,62.800730926810616,1580.617679682629,15.083331430213777,1373.9669908755804,8843.66056097547,49.748561666417146,1.6482287704038692,0.8110647047303522
46,51.29412329573268,831.2939413552222,5.660106114990014,448.8093721246262,2461.679577354467,26.690221725971558,4.223080861169466,0.7418021989301328
47,58.1282310946322,383.9049287470729,3.6177992124082707,1630.3508369903795,5962.732144980905,37.63891534623179,1.7788926604233115,0.8168117288973926
48,59.00209716245958,1847.279945481941,9.163030145068513,1269.0632596897756,7723.254084144321,63.445735691577845,4.217964102232643,0.8586978415805708
49,47.13322614123729,2288.603956736853,15.986032819579162,1920.8949854982723,2825.2714877119142,69.35850125642176,1.8738791870397717,0.7930791314300447
50,72.87237579067752,1949.383374760331,0.9837912624688272,843.8134064506601,5933.397076559577,34.63277392750189,1.5162654198909178,0.7623687168448681
51,66.49435660624457,1272.6488371257742,13.486068763814666,2053.5866458677488,1041.2390713335096,61.72930568521306,1.3423233328498168,0.8320358003194199
52,71.88556528330541,2131.0052158964813,10.139511575619052,1256.9174991601888,9035.414739134347,23.129417305490485,2.1693897527402872,0.7175040617736291
53,70.42033709402688,1175.196724634975,7.5945242075119515,2035.3520941369434,579.9494874232366,74.28818014727193,1.5357683017622379,0.7863569091314396
54,60.68111930500359,1397.9061931237463,13.110032487458588,182.45367819808993,4104.08856406537,54.48274311381348,3.2013063476647843,0.8275919256340895
55,71.30747490875824,1305.3976693757565,16.948420787084654,1554.818520230559,5018.883764129934,69.22237417704235,1.5465017504969927,0.7852540938166337
56,43.97255406730296,1248.2993371886905,4.197559515226182,1728.3822797042058,7371.261346701505,42.65881198708974,3.702485959838787,0.7873712588823341
57,47.49823788734796,1882.1904171991016,2.7165358893983904,233.5811683810956,1163.913472348659,20.550510570441674,3.697470552349618,0.8984039031102944
58,42.55345507626565,1401.4568509025576,16.031983009804883,1263.0694433572485,4128.508866742058,38.387369129645094,1.7121198161417852,0.9173253866126923
59,51.740834849035075,994.9751386870969,11.809577770785927,1699.6409331563962,2820.030196896637,34.13179320985274,3.406189210323178,0.8937882965345838
60,53.81861510181501,881.6547781443044,7.811538033237631,1227.9613824377675,2934.0881735895427,29.785025516821385,3.7826588072828273,0.7329299329773303
61,49.970248242183786,455.1267204295287,10.15312316127474,254.41445747028746,7262.8165578185135,19.041046136197966,2.81470385519929,0.775075131719324
62,68.25259030018329,1510.6501175179765,13.136576698600784,1487.2119597892577,91.25289289445942,67.79456735574712,2.0046134276046197,0.8681537961655196
63,52.77150911554973,827.0898330133114,13.611182166595965,248.11633505375136,6987.349510475283,7.826523573501557,2.2747689257438846,0.9262459291365869
64,50.28465191774609,668.7413591900038,16.153368269976276,1730.0413976863858,7555.961401511143,79.23830568072438,3.5245126227664,0.7645957659021938
65,58.870431527590554,1647.3390545011305,7.618648675783228,213.72920954717534,8399.527972606003,15.729953551876772,1.7403212244292683,0.9094248737829175
66,45.69231457917222,1700.3220952733702,5.308942852435727,398.4885761230656,5854.092434528373,87.46613858952789,1.8892533117415096,0.8742745091656055
67,67.3820609687325,1837.6125397524222,11.302588458132163,668.1196579409387,3132.95800503187,88.23215712600094,1.2605910619525422,0.9282458408966007
68,43.515261112696486,1356.5768309496254,7.42624993652867,1369.5729286549558,4002.6353775018347,35.638236985823866,2.123049983186166,0.7317636743685748
